COMMUNITY_AREA,RACE,AGE,SEX,Count,TOTAL_VICTIMS_BY_GROUP
LINCOLN PARK,BLK,0-19,M,3,7161
LINCOLN PARK,BLK,20-29,F,8,1776
LINCOLN PARK,BLK,20-29,M,14,13644
LINCOLN PARK,BLK,30-39,M,8,6563
LINCOLN PARK,BLK,40-49,M,4,2335
LINCOLN PARK,BLK,50-59,M,1,1034
LINCOLN PARK,UNKNOWN,UNKNOWN,UNKNOWN,2,593
LINCOLN PARK,WBH,40-49,M,1,15
LINCOLN PARK,WHI,0-19,M,2,108
LINCOLN PARK,WHI,20-29,F,2,73
LINCOLN PARK,WHI,20-29,M,1,340
LINCOLN PARK,WHI,30-39,M,1,239
LINCOLN PARK,WHI,50-59,M,1,88
LINCOLN PARK,WHI,60-69,F,2,10
LINCOLN PARK,WWH,0-19,F,1,232
LINCOLN PARK,WWH,20-29,F,3,381
LINCOLN PARK,WWH,20-29,M,17,2923
LINCOLN PARK,WWH,20-29,UNKNOWN,2,4
LINCOLN PARK,WWH,30-39,F,3,165
LINCOLN PARK,WWH,30-39,M,2,1262
LINCOLN PARK,WWH,40-49,F,1,65
LINCOLN PARK,WWH,40-49,M,1,463
LINCOLN PARK,WWH,50-59,M,1,161
LINCOLN PARK,WWH,60-69,M,1,59
LINCOLN SQUARE,API,30-39,M,2,36
LINCOLN SQUARE,API,50-59,M,2,19
LINCOLN SQUARE,BLK,0-19,M,2,7161
LINCOLN SQUARE,BLK,20-29,M,4,13644
LINCOLN SQUARE,BLK,30-39,M,2,6563
LINCOLN SQUARE,WBH,0-19,M,1,54
LINCOLN SQUARE,WHI,0-19,M,1,108
LINCOLN SQUARE,WHI,20-29,M,2,340
LINCOLN SQUARE,WHI,30-39,M,2,239
LINCOLN SQUARE,WHI,40-49,F,1,26
LINCOLN SQUARE,WHI,40-49,M,1,122
LINCOLN SQUARE,WWH,0-19,F,1,232
LINCOLN SQUARE,WWH,0-19,M,5,1716
LINCOLN SQUARE,WWH,20-29,F,5,381
LINCOLN SQUARE,WWH,20-29,M,12,2923
LINCOLN SQUARE,WWH,30-39,F,3,165
LINCOLN SQUARE,WWH,30-39,M,1,1262
LINCOLN SQUARE,WWH,40-49,M,3,463
LINCOLN SQUARE,WWH,50-59,M,1,161
LOGAN SQUARE,API,20-29,M,2,67
LOGAN SQUARE,BLK,0-19,F,1,999
LOGAN SQUARE,BLK,0-19,M,11,7161
LOGAN SQUARE,BLK,20-29,F,7,1776
LOGAN SQUARE,BLK,20-29,M,30,13644
LOGAN SQUARE,BLK,30-39,F,3,862
LOGAN SQUARE,BLK,30-39,M,16,6563
LOGAN SQUARE,BLK,40-49,M,2,2335
LOGAN SQUARE,BLK,50-59,M,3,1034
LOGAN SQUARE,BLK,60-69,F,1,91
LOGAN SQUARE,UNKNOWN,0-19,M,1,74
LOGAN SQUARE,UNKNOWN,20-29,M,4,131
LOGAN SQUARE,UNKNOWN,40-49,M,1,20
LOGAN SQUARE,UNKNOWN,UNKNOWN,UNKNOWN,5,593
LOGAN SQUARE,WBH,0-19,F,1,10
LOGAN SQUARE,WBH,20-29,F,2,20
LOGAN SQUARE,WBH,20-29,M,4,128
LOGAN SQUARE,WBH,30-39,F,1,9
LOGAN SQUARE,WBH,30-39,M,4,64
LOGAN SQUARE,WHI,0-19,M,3,108
LOGAN SQUARE,WHI,20-29,F,7,73
LOGAN SQUARE,WHI,20-29,M,7,340
LOGAN SQUARE,WHI,30-39,F,3,48
LOGAN SQUARE,WHI,30-39,M,5,239
LOGAN SQUARE,WHI,40-49,F,1,26
LOGAN SQUARE,WHI,40-49,M,4,122
LOGAN SQUARE,WHI,50-59,F,1,16
LOGAN SQUARE,WHI,50-59,M,4,88
LOGAN SQUARE,WHI,60-69,M,2,45
LOGAN SQUARE,WWH,0-19,F,9,232
LOGAN SQUARE,WWH,0-19,M,40,1716
LOGAN SQUARE,WWH,20-29,F,15,381
LOGAN SQUARE,WWH,20-29,M,108,2923
LOGAN SQUARE,WWH,30-39,F,6,165
LOGAN SQUARE,WWH,30-39,M,44,1262
LOGAN SQUARE,WWH,40-49,F,3,65
LOGAN SQUARE,WWH,40-49,M,12,463
LOGAN SQUARE,WWH,50-59,M,4,161
LOGAN SQUARE,WWH,60-69,M,2,59
LOGAN SQUARE,WWH,70-79,M,1,13
LOOP,API,30-39,M,1,36
LOOP,BLK,0-19,F,4,999
LOOP,BLK,0-19,M,20,7161
LOOP,BLK,20-29,F,7,1776
LOOP,BLK,20-29,M,42,13644
LOOP,BLK,30-39,F,4,862
LOOP,BLK,30-39,M,21,6563
LOOP,BLK,40-49,M,6,2335
LOOP,BLK,50-59,M,6,1034
LOOP,BLK,60-69,F,1,91
LOOP,UNKNOWN,0-19,F,1,19
LOOP,UNKNOWN,40-49,M,1,20
LOOP,UNKNOWN,UNKNOWN,UNKNOWN,3,593
LOOP,WBH,30-39,M,1,64
LOOP,WHI,20-29,F,1,73
LOOP,WHI,20-29,M,3,340
LOOP,WHI,30-39,F,1,48
LOOP,WHI,30-39,M,1,239
LOOP,WHI,40-49,M,2,122
LOOP,WHI,50-59,M,4,88
LOOP,WWH,0-19,F,2,232
LOOP,WWH,0-19,M,3,1716
LOOP,WWH,20-29,F,2,381
LOOP,WWH,20-29,M,10,2923
LOOP,WWH,30-39,M,4,1262
LOOP,WWH,40-49,F,1,65
LOOP,WWH,40-49,M,1,463
LOOP,WWH,UNKNOWN,M,1,10
LOWER WEST SIDE,API,20-29,M,1,67
LOWER WEST SIDE,BLK,0-19,M,7,7161
LOWER WEST SIDE,BLK,20-29,F,4,1776
LOWER WEST SIDE,BLK,20-29,M,21,13644
LOWER WEST SIDE,BLK,30-39,M,11,6563
LOWER WEST SIDE,BLK,40-49,M,3,2335
LOWER WEST SIDE,BLK,50-59,M,1,1034
LOWER WEST SIDE,I,20-29,F,1,4
LOWER WEST SIDE,UNKNOWN,0-19,UNKNOWN,1,19
LOWER WEST SIDE,UNKNOWN,40-49,M,1,20
LOWER WEST SIDE,UNKNOWN,UNKNOWN,UNKNOWN,9,593
LOWER WEST SIDE,WBH,0-19,M,1,54
LOWER WEST SIDE,WBH,20-29,M,5,128
LOWER WEST SIDE,WBH,30-39,M,3,64
LOWER WEST SIDE,WBH,40-49,F,1,6
LOWER WEST SIDE,WHI,0-19,M,2,108
LOWER WEST SIDE,WHI,20-29,F,3,73
LOWER WEST SIDE,WHI,20-29,M,18,340
LOWER WEST SIDE,WHI,30-39,F,1,48
LOWER WEST SIDE,WHI,30-39,M,5,239
LOWER WEST SIDE,WHI,40-49,M,3,122
LOWER WEST SIDE,WWH,0-19,F,11,232
LOWER WEST SIDE,WWH,0-19,M,110,1716
LOWER WEST SIDE,WWH,20-29,F,22,381
LOWER WEST SIDE,WWH,20-29,M,198,2923
LOWER WEST SIDE,WWH,30-39,F,14,165
LOWER WEST SIDE,WWH,30-39,M,96,1262
LOWER WEST SIDE,WWH,40-49,F,6,65
LOWER WEST SIDE,WWH,40-49,M,35,463
LOWER WEST SIDE,WWH,50-59,M,15,161
LOWER WEST SIDE,WWH,60-69,M,3,59
LOWER WEST SIDE,WWH,70-79,M,1,13
LOWER WEST SIDE,WWH,80+,F,1,1
MCKINLEY PARK,API,20-29,F,1,7
MCKINLEY PARK,BLK,0-19,M,3,7161
MCKINLEY PARK,BLK,20-29,F,1,1776
MCKINLEY PARK,BLK,20-29,M,8,13644
MCKINLEY PARK,BLK,30-39,F,1,862
MCKINLEY PARK,BLK,30-39,M,2,6563
MCKINLEY PARK,BLK,40-49,M,1,2335
MCKINLEY PARK,UNKNOWN,30-39,M,1,63
MCKINLEY PARK,UNKNOWN,UNKNOWN,UNKNOWN,1,593
MCKINLEY PARK,WBH,20-29,M,1,128
MCKINLEY PARK,WHI,0-19,F,1,30
MCKINLEY PARK,WHI,0-19,M,3,108
MCKINLEY PARK,WHI,20-29,F,1,73
MCKINLEY PARK,WHI,20-29,M,7,340
MCKINLEY PARK,WHI,30-39,F,1,48
MCKINLEY PARK,WHI,30-39,M,7,239
MCKINLEY PARK,WHI,40-49,F,1,26
MCKINLEY PARK,WHI,40-49,M,1,122
MCKINLEY PARK,WHI,50-59,M,1,88
MCKINLEY PARK,WHI,60-69,M,1,45
MCKINLEY PARK,WWH,0-19,F,3,232
MCKINLEY PARK,WWH,0-19,M,24,1716
MCKINLEY PARK,WWH,20-29,F,4,381
MCKINLEY PARK,WWH,20-29,M,38,2923
MCKINLEY PARK,WWH,30-39,F,1,165
MCKINLEY PARK,WWH,30-39,M,14,1262
MCKINLEY PARK,WWH,40-49,F,1,65
MCKINLEY PARK,WWH,40-49,M,5,463
MCKINLEY PARK,WWH,60-69,F,1,6
MONTCLARE,BLK,20-29,M,1,13644
MONTCLARE,BLK,30-39,M,2,6563
MONTCLARE,BLK,50-59,F,1,230
MONTCLARE,UNKNOWN,UNKNOWN,UNKNOWN,1,593
MONTCLARE,WBH,20-29,F,1,20
MONTCLARE,WBH,20-29,M,1,128
MONTCLARE,WHI,0-19,M,1,108
MONTCLARE,WHI,20-29,F,2,73
MONTCLARE,WHI,20-29,M,1,340
MONTCLARE,WHI,30-39,M,1,239
MONTCLARE,WHI,50-59,M,1,88
MONTCLARE,WWH,0-19,F,2,232
MONTCLARE,WWH,0-19,M,5,1716
MONTCLARE,WWH,20-29,F,2,381
MONTCLARE,WWH,20-29,M,9,2923
MONTCLARE,WWH,30-39,M,8,1262
MONTCLARE,WWH,40-49,M,1,463
MORGAN PARK,BLK,0-19,F,16,999
MORGAN PARK,BLK,0-19,M,72,7161
MORGAN PARK,BLK,20-29,F,14,1776
MORGAN PARK,BLK,20-29,M,120,13644
MORGAN PARK,BLK,30-39,F,4,862
MORGAN PARK,BLK,30-39,M,51,6563
MORGAN PARK,BLK,40-49,F,5,403
MORGAN PARK,BLK,40-49,M,22,2335
MORGAN PARK,BLK,50-59,M,5,1034
MORGAN PARK,BLK,60-69,F,3,91
MORGAN PARK,BLK,60-69,M,6,315
MORGAN PARK,BLK,70-79,F,1,23
MORGAN PARK,BLK,70-79,M,1,68
MORGAN PARK,BLK,80+,F,1,14
MORGAN PARK,BLK,80+,M,1,21
MORGAN PARK,BLK,UNKNOWN,F,2,12
MORGAN PARK,BLK,UNKNOWN,M,1,47
MORGAN PARK,UNKNOWN,0-19,M,1,74
MORGAN PARK,UNKNOWN,30-39,UNKNOWN,1,5
MORGAN PARK,UNKNOWN,UNKNOWN,UNKNOWN,7,593
MORGAN PARK,WBH,20-29,M,1,128
MORGAN PARK,WHI,20-29,M,1,340
MORGAN PARK,WHI,30-39,M,1,239
MORGAN PARK,WHI,40-49,M,2,122
MORGAN PARK,WHI,70-79,M,1,8
MORGAN PARK,WWH,20-29,M,2,2923
MOUNT GREENWOOD,BLK,20-29,M,1,13644
MOUNT GREENWOOD,BLK,50-59,F,1,230
MOUNT GREENWOOD,UNKNOWN,UNKNOWN,UNKNOWN,1,593
MOUNT GREENWOOD,WHI,20-29,M,1,340
NEAR NORTH SIDE,API,20-29,F,3,7
NEAR NORTH SIDE,API,20-29,M,3,67
NEAR NORTH SIDE,API,30-39,M,1,36
NEAR NORTH SIDE,API,40-49,M,1,16
NEAR NORTH SIDE,BLK,0-19,F,2,999
NEAR NORTH SIDE,BLK,0-19,M,32,7161
NEAR NORTH SIDE,BLK,20-29,F,25,1776
NEAR NORTH SIDE,BLK,20-29,M,136,13644
NEAR NORTH SIDE,BLK,30-39,F,5,862
NEAR NORTH SIDE,BLK,30-39,M,64,6563
NEAR NORTH SIDE,BLK,40-49,F,3,403
NEAR NORTH SIDE,BLK,40-49,M,27,2335
NEAR NORTH SIDE,BLK,50-59,F,1,230
NEAR NORTH SIDE,BLK,50-59,M,5,1034
NEAR NORTH SIDE,BLK,60-69,F,1,91
NEAR NORTH SIDE,BLK,60-69,M,2,315
NEAR NORTH SIDE,BLK,UNKNOWN,M,3,47
NEAR NORTH SIDE,UNKNOWN,0-19,M,1,74
NEAR NORTH SIDE,UNKNOWN,0-19,UNKNOWN,1,19
NEAR NORTH SIDE,UNKNOWN,20-29,F,1,29
NEAR NORTH SIDE,UNKNOWN,20-29,M,1,131
NEAR NORTH SIDE,UNKNOWN,20-29,UNKNOWN,1,21
NEAR NORTH SIDE,UNKNOWN,30-39,M,1,63
NEAR NORTH SIDE,UNKNOWN,UNKNOWN,UNKNOWN,6,593
NEAR NORTH SIDE,WBH,0-19,M,1,54
NEAR NORTH SIDE,WBH,20-29,M,1,128
NEAR NORTH SIDE,WHI,0-19,M,1,108
NEAR NORTH SIDE,WHI,20-29,F,7,73
NEAR NORTH SIDE,WHI,20-29,M,10,340
NEAR NORTH SIDE,WHI,30-39,M,5,239
NEAR NORTH SIDE,WHI,40-49,M,4,122
NEAR NORTH SIDE,WHI,50-59,F,1,16
NEAR NORTH SIDE,WHI,50-59,M,7,88
NEAR NORTH SIDE,WHI,60-69,F,1,10
NEAR NORTH SIDE,WHI,70-79,M,2,8
NEAR NORTH SIDE,WHI,80+,F,1,3
NEAR NORTH SIDE,WWH,0-19,M,4,1716
NEAR NORTH SIDE,WWH,20-29,F,6,381
NEAR NORTH SIDE,WWH,20-29,M,22,2923
NEAR NORTH SIDE,WWH,30-39,M,20,1262
NEAR NORTH SIDE,WWH,40-49,M,1,463
NEAR NORTH SIDE,WWH,50-59,M,1,161
NEAR NORTH SIDE,WWH,60-69,F,1,6
NEAR NORTH SIDE,WWH,UNKNOWN,M,1,10
NEAR SOUTH SIDE,API,30-39,M,1,36
NEAR SOUTH SIDE,BLK,0-19,F,1,999
NEAR SOUTH SIDE,BLK,0-19,M,12,7161
NEAR SOUTH SIDE,BLK,20-29,F,3,1776
NEAR SOUTH SIDE,BLK,20-29,M,27,13644
NEAR SOUTH SIDE,BLK,30-39,F,4,862
NEAR SOUTH SIDE,BLK,30-39,M,26,6563
NEAR SOUTH SIDE,BLK,40-49,M,8,2335
NEAR SOUTH SIDE,BLK,50-59,M,1,1034
NEAR SOUTH SIDE,BLK,UNKNOWN,M,1,47
NEAR SOUTH SIDE,UNKNOWN,0-19,M,1,74
NEAR SOUTH SIDE,UNKNOWN,20-29,M,1,131
NEAR SOUTH SIDE,UNKNOWN,UNKNOWN,UNKNOWN,2,593
NEAR SOUTH SIDE,WBH,20-29,F,1,20
NEAR SOUTH SIDE,WBH,40-49,M,1,15
NEAR SOUTH SIDE,WHI,20-29,F,1,73
NEAR SOUTH SIDE,WHI,20-29,M,1,340
NEAR SOUTH SIDE,WHI,30-39,M,1,239
NEAR SOUTH SIDE,WHI,40-49,M,3,122
NEAR SOUTH SIDE,WHI,50-59,M,1,88
NEAR SOUTH SIDE,WHI,60-69,M,1,45
NEAR SOUTH SIDE,WWH,0-19,F,1,232
NEAR SOUTH SIDE,WWH,0-19,M,5,1716
NEAR SOUTH SIDE,WWH,20-29,F,1,381
NEAR SOUTH SIDE,WWH,20-29,M,6,2923
NEAR SOUTH SIDE,WWH,30-39,F,1,165
NEAR SOUTH SIDE,WWH,30-39,M,2,1262
NEAR SOUTH SIDE,WWH,40-49,F,1,65
NEAR SOUTH SIDE,WWH,40-49,M,1,463
NEAR SOUTH SIDE,WWH,50-59,M,2,161
NEAR WEST SIDE,API,0-19,F,1,3
NEAR WEST SIDE,API,30-39,F,1,3
NEAR WEST SIDE,API,50-59,M,2,19
NEAR WEST SIDE,API,60-69,M,2,3
NEAR WEST SIDE,BLK,0-19,F,15,999
NEAR WEST SIDE,BLK,0-19,M,161,7161
NEAR WEST SIDE,BLK,20-29,F,50,1776
NEAR WEST SIDE,BLK,20-29,M,334,13644
NEAR WEST SIDE,BLK,30-39,F,12,862
NEAR WEST SIDE,BLK,30-39,M,145,6563
NEAR WEST SIDE,BLK,40-49,F,9,403
NEAR WEST SIDE,BLK,40-49,M,57,2335
NEAR WEST SIDE,BLK,50-59,F,1,230
NEAR WEST SIDE,BLK,50-59,M,24,1034
NEAR WEST SIDE,BLK,60-69,M,6,315
NEAR WEST SIDE,BLK,70-79,M,3,68
NEAR WEST SIDE,UNKNOWN,0-19,M,2,74
NEAR WEST SIDE,UNKNOWN,20-29,UNKNOWN,3,21
NEAR WEST SIDE,UNKNOWN,30-39,M,1,63
NEAR WEST SIDE,UNKNOWN,40-49,UNKNOWN,1,6
NEAR WEST SIDE,UNKNOWN,60-69,M,1,2
NEAR WEST SIDE,UNKNOWN,UNKNOWN,M,1,4
NEAR WEST SIDE,UNKNOWN,UNKNOWN,UNKNOWN,12,593
NEAR WEST SIDE,WBH,0-19,M,1,54
NEAR WEST SIDE,WBH,20-29,F,1,20
NEAR WEST SIDE,WBH,20-29,M,1,128
NEAR WEST SIDE,WBH,30-39,M,2,64
NEAR WEST SIDE,WBH,40-49,M,3,15
NEAR WEST SIDE,WHI,0-19,M,1,108
NEAR WEST SIDE,WHI,20-29,F,3,73
NEAR WEST SIDE,WHI,20-29,M,7,340
NEAR WEST SIDE,WHI,30-39,F,1,48
NEAR WEST SIDE,WHI,30-39,M,8,239
NEAR WEST SIDE,WHI,40-49,F,1,26
NEAR WEST SIDE,WHI,40-49,M,4,122
NEAR WEST SIDE,WHI,60-69,M,1,45
NEAR WEST SIDE,WWH,0-19,F,2,232
NEAR WEST SIDE,WWH,0-19,M,12,1716
NEAR WEST SIDE,WWH,20-29,F,4,381
NEAR WEST SIDE,WWH,20-29,M,36,2923
NEAR WEST SIDE,WWH,30-39,F,2,165
NEAR WEST SIDE,WWH,30-39,M,14,1262
NEAR WEST SIDE,WWH,40-49,M,6,463
NEAR WEST SIDE,WWH,50-59,M,3,161
NEAR WEST SIDE,WWH,60-69,F,1,6
NEAR WEST SIDE,WWH,60-69,M,1,59
NEW CITY,API,0-19,M,1,10
NEW CITY,API,20-29,F,1,7
NEW CITY,API,20-29,M,2,67
NEW CITY,API,30-39,M,2,36
NEW CITY,BLK,0-19,F,27,999
NEW CITY,BLK,0-19,M,149,7161
NEW CITY,BLK,20-29,F,43,1776
NEW CITY,BLK,20-29,M,297,13644
NEW CITY,BLK,30-39,F,23,862
NEW CITY,BLK,30-39,M,147,6563
NEW CITY,BLK,40-49,F,17,403
NEW CITY,BLK,40-49,M,50,2335
NEW CITY,BLK,50-59,F,4,230
NEW CITY,BLK,50-59,M,22,1034
NEW CITY,BLK,60-69,F,2,91
NEW CITY,BLK,60-69,M,7,315
NEW CITY,BLK,70-79,M,2,68
NEW CITY,BLK,UNKNOWN,M,3,47
NEW CITY,I,30-39,M,1,1
NEW CITY,UNKNOWN,0-19,M,2,74
NEW CITY,UNKNOWN,20-29,M,7,131
NEW CITY,UNKNOWN,20-29,UNKNOWN,1,21
NEW CITY,UNKNOWN,30-39,M,1,63
NEW CITY,UNKNOWN,30-39,UNKNOWN,1,5
NEW CITY,UNKNOWN,UNKNOWN,UNKNOWN,12,593
NEW CITY,WBH,0-19,M,1,54
NEW CITY,WBH,20-29,F,2,20
NEW CITY,WBH,20-29,M,7,128
NEW CITY,WBH,30-39,F,1,9
NEW CITY,WBH,30-39,M,3,64
NEW CITY,WBH,40-49,M,1,15
NEW CITY,WHI,0-19,F,3,30
NEW CITY,WHI,0-19,M,18,108
NEW CITY,WHI,20-29,F,3,73
NEW CITY,WHI,20-29,M,24,340
NEW CITY,WHI,30-39,F,1,48
NEW CITY,WHI,30-39,M,7,239
NEW CITY,WHI,40-49,F,2,26
NEW CITY,WHI,40-49,M,4,122
NEW CITY,WHI,50-59,F,1,16
NEW CITY,WHI,50-59,M,3,88
NEW CITY,WHI,60-69,M,3,45
NEW CITY,WHI,80+,M,1,5
NEW CITY,WHI,UNKNOWN,M,2,10
NEW CITY,WWH,0-19,F,17,232
NEW CITY,WWH,0-19,M,157,1716
NEW CITY,WWH,20-29,F,28,381
NEW CITY,WWH,20-29,M,215,2923
NEW CITY,WWH,20-29,UNKNOWN,1,4
NEW CITY,WWH,30-39,F,10,165
NEW CITY,WWH,30-39,M,104,1262
NEW CITY,WWH,40-49,F,3,65
NEW CITY,WWH,40-49,M,37,463
NEW CITY,WWH,50-59,F,4,27
NEW CITY,WWH,50-59,M,13,161
NEW CITY,WWH,60-69,F,1,6
NEW CITY,WWH,60-69,M,4,59
NEW CITY,WWH,UNKNOWN,M,1,10
NORTH CENTER,API,0-19,M,1,10
NORTH CENTER,API,30-39,M,2,36
NORTH CENTER,BLK,20-29,F,1,1776
NORTH CENTER,BLK,20-29,M,4,13644
NORTH CENTER,BLK,30-39,M,1,6563
NORTH CENTER,BLK,40-49,M,1,2335
NORTH CENTER,UNKNOWN,UNKNOWN,UNKNOWN,2,593
NORTH CENTER,WBH,20-29,M,1,128
NORTH CENTER,WHI,20-29,M,2,340
NORTH CENTER,WHI,30-39,M,3,239
NORTH CENTER,WHI,50-59,M,1,88
NORTH CENTER,WWH,0-19,M,3,1716
NORTH CENTER,WWH,20-29,F,1,381
NORTH CENTER,WWH,20-29,M,7,2923
NORTH CENTER,WWH,30-39,M,1,1262
NORTH LAWNDALE,API,20-29,M,2,67
NORTH LAWNDALE,API,30-39,M,1,36
NORTH LAWNDALE,API,40-49,F,1,3
NORTH LAWNDALE,API,50-59,M,1,19
NORTH LAWNDALE,BLK,0-19,F,60,999
NORTH LAWNDALE,BLK,0-19,M,507,7161
NORTH LAWNDALE,BLK,20-29,F,105,1776
NORTH LAWNDALE,BLK,20-29,M,807,13644
NORTH LAWNDALE,BLK,30-39,F,73,862
NORTH LAWNDALE,BLK,30-39,M,396,6563
NORTH LAWNDALE,BLK,40-49,F,20,403
NORTH LAWNDALE,BLK,40-49,M,109,2335
NORTH LAWNDALE,BLK,50-59,F,10,230
NORTH LAWNDALE,BLK,50-59,M,46,1034
NORTH LAWNDALE,BLK,60-69,F,3,91
NORTH LAWNDALE,BLK,60-69,M,16,315
NORTH LAWNDALE,BLK,70-79,M,7,68
NORTH LAWNDALE,BLK,80+,F,1,14
NORTH LAWNDALE,BLK,80+,M,2,21
NORTH LAWNDALE,BLK,UNKNOWN,F,1,12
NORTH LAWNDALE,BLK,UNKNOWN,M,2,47
NORTH LAWNDALE,UNKNOWN,0-19,F,2,19
NORTH LAWNDALE,UNKNOWN,0-19,M,5,74
NORTH LAWNDALE,UNKNOWN,20-29,F,1,29
NORTH LAWNDALE,UNKNOWN,20-29,M,8,131
NORTH LAWNDALE,UNKNOWN,20-29,UNKNOWN,1,21
NORTH LAWNDALE,UNKNOWN,30-39,M,5,63
NORTH LAWNDALE,UNKNOWN,40-49,UNKNOWN,1,6
NORTH LAWNDALE,UNKNOWN,50-59,M,3,8
NORTH LAWNDALE,UNKNOWN,60-69,F,1,1
NORTH LAWNDALE,UNKNOWN,UNKNOWN,UNKNOWN,27,593
NORTH LAWNDALE,WBH,20-29,F,1,20
NORTH LAWNDALE,WBH,20-29,M,6,128
NORTH LAWNDALE,WBH,30-39,F,1,9
NORTH LAWNDALE,WBH,30-39,M,3,64
NORTH LAWNDALE,WHI,0-19,F,1,30
NORTH LAWNDALE,WHI,0-19,M,1,108
NORTH LAWNDALE,WHI,20-29,F,1,73
NORTH LAWNDALE,WHI,20-29,M,4,340
NORTH LAWNDALE,WHI,30-39,F,3,48
NORTH LAWNDALE,WHI,30-39,M,6,239
NORTH LAWNDALE,WHI,40-49,F,1,26
NORTH LAWNDALE,WHI,40-49,M,4,122
NORTH LAWNDALE,WHI,60-69,M,1,45
NORTH LAWNDALE,WHI,UNKNOWN,M,1,10
NORTH LAWNDALE,WWH,0-19,F,3,232
NORTH LAWNDALE,WWH,0-19,M,7,1716
NORTH LAWNDALE,WWH,20-29,F,2,381
NORTH LAWNDALE,WWH,20-29,M,28,2923
NORTH LAWNDALE,WWH,30-39,F,1,165
NORTH LAWNDALE,WWH,30-39,M,12,1262
NORTH LAWNDALE,WWH,40-49,F,1,65
NORTH LAWNDALE,WWH,40-49,M,11,463
NORTH LAWNDALE,WWH,50-59,F,1,27
NORTH LAWNDALE,WWH,60-69,M,2,59
NORTH PARK,API,0-19,M,1,10
NORTH PARK,API,40-49,M,1,16
NORTH PARK,BLK,0-19,F,1,999
NORTH PARK,BLK,0-19,M,1,7161
NORTH PARK,BLK,20-29,M,4,13644
NORTH PARK,BLK,30-39,M,3,6563
NORTH PARK,BLK,40-49,M,2,2335
NORTH PARK,WBH,20-29,M,1,128
NORTH PARK,WHI,20-29,M,4,340
NORTH PARK,WHI,30-39,F,2,48
NORTH PARK,WHI,30-39,M,1,239
NORTH PARK,WWH,0-19,F,1,232
NORTH PARK,WWH,0-19,M,6,1716
NORTH PARK,WWH,20-29,M,7,2923
NORTH PARK,WWH,30-39,F,1,165
NORTH PARK,WWH,30-39,M,4,1262
NORTH PARK,WWH,40-49,M,3,463
NORTH PARK,WWH,50-59,M,1,161
NORWOOD PARK,API,20-29,M,1,67
NORWOOD PARK,API,30-39,M,1,36
NORWOOD PARK,WBH,20-29,M,1,128
NORWOOD PARK,WHI,0-19,M,1,108
NORWOOD PARK,WHI,20-29,M,1,340
NORWOOD PARK,WHI,30-39,M,1,239
NORWOOD PARK,WHI,40-49,M,3,122
NORWOOD PARK,WHI,70-79,M,1,8
NORWOOD PARK,WWH,0-19,M,1,1716
NORWOOD PARK,WWH,20-29,F,1,381
NORWOOD PARK,WWH,30-39,F,1,165
NORWOOD PARK,WWH,40-49,M,2,463
OAKLAND,BLK,0-19,F,6,999
OAKLAND,BLK,0-19,M,24,7161
OAKLAND,BLK,20-29,F,7,1776
OAKLAND,BLK,20-29,M,39,13644
OAKLAND,BLK,30-39,F,4,862
OAKLAND,BLK,30-39,M,18,6563
OAKLAND,BLK,40-49,F,4,403
OAKLAND,BLK,40-49,M,6,2335
OAKLAND,BLK,50-59,M,2,1034
OAKLAND,BLK,60-69,F,1,91
OAKLAND,BLK,60-69,M,1,315
OAKLAND,UNKNOWN,40-49,M,1,20
OAKLAND,UNKNOWN,UNKNOWN,M,1,4
OAKLAND,UNKNOWN,UNKNOWN,UNKNOWN,1,593
OAKLAND,WWH,0-19,M,1,1716
OHARE,BLK,20-29,M,1,13644
OHARE,WHI,20-29,M,1,340
OHARE,WHI,30-39,M,1,239
OHARE,WHI,40-49,M,1,122
OHARE,WHI,50-59,F,1,16
PORTAGE PARK,API,20-29,M,1,67
PORTAGE PARK,API,30-39,F,1,3
PORTAGE PARK,BLK,0-19,F,1,999
PORTAGE PARK,BLK,0-19,M,3,7161
PORTAGE PARK,BLK,20-29,M,9,13644
PORTAGE PARK,BLK,30-39,M,2,6563
PORTAGE PARK,BLK,60-69,F,1,91
PORTAGE PARK,UNKNOWN,20-29,M,1,131
PORTAGE PARK,UNKNOWN,30-39,M,1,63
PORTAGE PARK,UNKNOWN,UNKNOWN,UNKNOWN,4,593
PORTAGE PARK,WBH,20-29,M,3,128
PORTAGE PARK,WBH,30-39,M,1,64
PORTAGE PARK,WHI,0-19,F,1,30
PORTAGE PARK,WHI,0-19,M,3,108
PORTAGE PARK,WHI,20-29,M,9,340
PORTAGE PARK,WHI,30-39,M,10,239
PORTAGE PARK,WHI,40-49,M,3,122
PORTAGE PARK,WHI,50-59,M,2,88
PORTAGE PARK,WHI,60-69,F,1,10
PORTAGE PARK,WHI,60-69,M,1,45
PORTAGE PARK,WHI,70-79,M,1,8
PORTAGE PARK,WHI,UNKNOWN,M,1,10
PORTAGE PARK,WWH,0-19,F,3,232
PORTAGE PARK,WWH,0-19,M,21,1716
PORTAGE PARK,WWH,20-29,F,6,381
PORTAGE PARK,WWH,20-29,M,60,2923
PORTAGE PARK,WWH,30-39,F,3,165
PORTAGE PARK,WWH,30-39,M,20,1262
PORTAGE PARK,WWH,40-49,M,9,463
PORTAGE PARK,WWH,50-59,M,1,161
PORTAGE PARK,WWH,60-69,M,1,59
PULLMAN,API,50-59,F,1,2
PULLMAN,BLK,0-19,F,2,999
